"Observer"	"Subject"	"Type"	"value"	"PrimeType"	"Estimate"	"Task"
"Absent"	30	"MeanC"	0.645833333333333	NA	"C"	"WIT"
"Present"	31	"MeanC"	0.0729166666666667	NA	"C"	"WIT"
"Absent"	32	"MeanC"	0.0416666666666667	NA	"C"	"WIT"
"Present"	33	"MeanC"	0.53125	NA	"C"	"WIT"
"Absent"	34	"MeanC"	0.166666666666667	NA	"C"	"WIT"
"Present"	35	"MeanC"	0.260416666666667	NA	"C"	"WIT"
"Present"	37	"MeanC"	0.291666666666667	NA	"C"	"WIT"
"Absent"	38	"MeanC"	0.697916666666667	NA	"C"	"WIT"
"Absent"	40	"MeanC"	0.0520833333333333	NA	"C"	"WIT"
"Present"	41	"MeanC"	0.46875	NA	"C"	"WIT"
"Absent"	42	"MeanC"	-0.0104166666666666	NA	"C"	"WIT"
"Present"	43	"MeanC"	0.583333333333333	NA	"C"	"WIT"
"Absent"	44	"MeanC"	0.635416666666667	NA	"C"	"WIT"
"Present"	45	"MeanC"	0.458333333333333	NA	"C"	"WIT"
"Absent"	46	"MeanC"	0.520833333333333	NA	"C"	"WIT"
"Present"	47	"MeanC"	0.447916666666667	NA	"C"	"WIT"
"Absent"	48	"MeanC"	0.270833333333333	NA	"C"	"WIT"
"Present"	49	"MeanC"	0.354166666666667	NA	"C"	"WIT"
"Absent"	50	"MeanC"	0.208333333333333	NA	"C"	"WIT"
"Present"	51	"MeanC"	0.239583333333333	NA	"C"	"WIT"
"Absent"	52	"MeanC"	0.395833333333333	NA	"C"	"WIT"
"Absent"	54	"MeanC"	0.354166666666667	NA	"C"	"WIT"
"Present"	55	"MeanC"	0.364583333333333	NA	"C"	"WIT"
"Absent"	56	"MeanC"	0.375	NA	"C"	"WIT"
"Present"	57	"MeanC"	0.645833333333333	NA	"C"	"WIT"
"Absent"	58	"MeanC"	0.322916666666667	NA	"C"	"WIT"
"Absent"	60	"MeanC"	0.0208333333333333	NA	"C"	"WIT"
"Present"	61	"MeanC"	-0.0625	NA	"C"	"WIT"
"Absent"	62	"MeanC"	0.614583333333333	NA	"C"	"WIT"
"Present"	63	"MeanC"	0.0833333333333333	NA	"C"	"WIT"
"Absent"	64	"MeanC"	0.21875	NA	"C"	"WIT"
"Present"	65	"MeanC"	0.145833333333333	NA	"C"	"WIT"
"Absent"	66	"MeanC"	0.520833333333333	NA	"C"	"WIT"
"Present"	67	"MeanC"	0.479166666666667	NA	"C"	"WIT"
"Absent"	68	"MeanC"	0.145833333333333	NA	"C"	"WIT"
"Present"	69	"MeanC"	0.09375	NA	"C"	"WIT"
"Absent"	70	"MeanC"	0.0104166666666667	NA	"C"	"WIT"
"Present"	71	"MeanC"	0.375	NA	"C"	"WIT"
"Absent"	72	"MeanC"	0.260416666666667	NA	"C"	"WIT"
"Present"	73	"MeanC"	0.458333333333333	NA	"C"	"WIT"
"Absent"	74	"MeanC"	0.739583333333333	NA	"C"	"WIT"
"Present"	75	"MeanC"	0.145833333333333	NA	"C"	"WIT"
"Absent"	76	"MeanC"	0.78125	NA	"C"	"WIT"
"Present"	77	"MeanC"	0.447916666666667	NA	"C"	"WIT"
"Absent"	78	"MeanC"	0.572916666666667	NA	"C"	"WIT"
"Present"	79	"MeanC"	0.0520833333333334	NA	"C"	"WIT"
"Absent"	80	"MeanC"	0.333333333333333	NA	"C"	"WIT"
"Present"	81	"MeanC"	0.166666666666667	NA	"C"	"WIT"
"Absent"	82	"MeanC"	0.09375	NA	"C"	"WIT"
"Present"	83	"MeanC"	0.604166666666667	NA	"C"	"WIT"
"Absent"	84	"MeanC"	0.53125	NA	"C"	"WIT"
"Present"	85	"MeanC"	0.666666666666667	NA	"C"	"WIT"
"Absent"	86	"MeanC"	0.34375	NA	"C"	"WIT"
"Present"	87	"MeanC"	0.5625	NA	"C"	"WIT"
"Absent"	88	"MeanC"	0.354166666666667	NA	"C"	"WIT"
"Present"	89	"MeanC"	0.28125	NA	"C"	"WIT"
"Absent"	90	"MeanC"	0.375	NA	"C"	"WIT"
"Present"	91	"MeanC"	0.479166666666667	NA	"C"	"WIT"
"Absent"	92	"MeanC"	0.59375	NA	"C"	"WIT"
"Present"	93	"MeanC"	0.354166666666667	NA	"C"	"WIT"
"Absent"	94	"MeanC"	0.34375	NA	"C"	"WIT"
"Present"	95	"MeanC"	0.333333333333333	NA	"C"	"WIT"
"Absent"	96	"MeanC"	0.333333333333333	NA	"C"	"WIT"
"Present"	97	"MeanC"	0.59375	NA	"C"	"WIT"
"Absent"	98	"MeanC"	0.229166666666667	NA	"C"	"WIT"
"Present"	99	"MeanC"	0.645833333333333	NA	"C"	"WIT"
"Absent"	100	"MeanC"	0.427083333333333	NA	"C"	"WIT"
"Present"	101	"MeanC"	0.729166666666667	NA	"C"	"WIT"
"Present"	1	"AResids"	0.0840177062267094	NA	"A"	"WIT"
"Absent"	2	"AResids"	-0.144670949134285	NA	"A"	"WIT"
"Present"	3	"AResids"	-0.0213384145088357	NA	"A"	"WIT"
"Present"	5	"AResids"	0.143118677172965	NA	"A"	"WIT"
"Absent"	6	"AResids"	0.14564053381186	NA	"A"	"WIT"
"Absent"	8	"AResids"	0.0994345828080291	NA	"A"	"WIT"
"Absent"	10	"AResids"	-0.0843085150666572	NA	"A"	"WIT"
"Present"	11	"AResids"	0.138618512250215	NA	"A"	"WIT"
"Absent"	12	"AResids"	0.0640361485233983	NA	"A"	"WIT"
"Present"	13	"AResids"	-0.121057240799843	NA	"A"	"WIT"
"Absent"	14	"AResids"	0.106064163401706	NA	"A"	"WIT"
"Absent"	16	"AResids"	-0.0228038388126436	NA	"A"	"WIT"
"Present"	17	"AResids"	0.0498941568688683	NA	"A"	"WIT"
"Absent"	18	"AResids"	0.104446563559153	NA	"A"	"WIT"
"Present"	19	"AResids"	-0.463863477696135	NA	"A"	"WIT"
"Absent"	20	"AResids"	0.41171057319785	NA	"A"	"WIT"
"Present"	21	"AResids"	0.0655759124867656	NA	"A"	"WIT"
"Absent"	22	"AResids"	-0.0566705100789487	NA	"A"	"WIT"
"Present"	23	"AResids"	-0.0435746383478501	NA	"A"	"WIT"
"Absent"	24	"AResids"	-0.0434902984146946	NA	"A"	"WIT"
"Present"	25	"AResids"	-0.262221522471278	NA	"A"	"WIT"
"Absent"	26	"AResids"	-0.108516522308625	NA	"A"	"WIT"
"Present"	27	"AResids"	-0.315263111012676	NA	"A"	"WIT"
"Present"	29	"AResids"	-0.0315760003287416	NA	"A"	"WIT"
"Absent"	30	"AResids"	-0.0183907111547611	NA	"A"	"WIT"
"Present"	31	"AResids"	0.120797122736513	NA	"A"	"WIT"
"Absent"	32	"AResids"	-0.179699706821896	NA	"A"	"WIT"
"Present"	33	"AResids"	-0.31029123686272	NA	"A"	"WIT"
"Absent"	34	"AResids"	-0.0100964907415137	NA	"A"	"WIT"
"Present"	35	"AResids"	0.0638357303821606	NA	"A"	"WIT"
"Present"	37	"AResids"	0.082596489890493	NA	"A"	"WIT"
"Absent"	38	"AResids"	0.166920718943324	NA	"A"	"WIT"
"Absent"	40	"AResids"	-0.0215220122195638	NA	"A"	"WIT"
"Present"	41	"AResids"	0.163866510777364	NA	"A"	"WIT"
"Absent"	42	"AResids"	0.16352576772825	NA	"A"	"WIT"
"Present"	43	"AResids"	-0.0775421418930052	NA	"A"	"WIT"
"Absent"	44	"AResids"	0.210764211716945	NA	"A"	"WIT"
"Present"	45	"AResids"	-0.136092220810784	NA	"A"	"WIT"
"Absent"	46	"AResids"	-0.00128221226449353	NA	"A"	"WIT"
"Present"	47	"AResids"	0.0868779501939315	NA	"A"	"WIT"
"Absent"	48	"AResids"	-0.130301895344051	NA	"A"	"WIT"
"Present"	49	"AResids"	0.116712664560599	NA	"A"	"WIT"
"Absent"	50	"AResids"	0.216480622741018	NA	"A"	"WIT"
"Present"	51	"AResids"	0.00285167330357105	NA	"A"	"WIT"
"Absent"	52	"AResids"	0.0247583704221599	NA	"A"	"WIT"
"Absent"	54	"AResids"	0.189021378812764	NA	"A"	"WIT"
"Present"	55	"AResids"	0.0633950586471017	NA	"A"	"WIT"
"Absent"	56	"AResids"	0.0506435445190698	NA	"A"	"WIT"
"Present"	57	"AResids"	0.0149035092584863	NA	"A"	"WIT"
"Absent"	58	"AResids"	-0.176178919044562	NA	"A"	"WIT"
"Absent"	60	"AResids"	-0.00507302298946218	NA	"A"	"WIT"
"Present"	61	"AResids"	0.0331576480238003	NA	"A"	"WIT"
"Absent"	62	"AResids"	0.0321927831455163	NA	"A"	"WIT"
"Present"	63	"AResids"	-0.2081923780621	NA	"A"	"WIT"
"Absent"	64	"AResids"	0.0326370983553651	NA	"A"	"WIT"
"Present"	65	"AResids"	0.127693259261311	NA	"A"	"WIT"
"Absent"	66	"AResids"	0.0141464264851248	NA	"A"	"WIT"
"Present"	67	"AResids"	-0.242166599345148	NA	"A"	"WIT"
"Absent"	68	"AResids"	-0.141276568315809	NA	"A"	"WIT"
"Present"	69	"AResids"	-0.111792447811291	NA	"A"	"WIT"
"Absent"	70	"AResids"	0.0592755208316365	NA	"A"	"WIT"
"Present"	71	"AResids"	0.0798284356490065	NA	"A"	"WIT"
"Absent"	72	"AResids"	0.286504827345025	NA	"A"	"WIT"
"Present"	73	"AResids"	-0.17805725932521	NA	"A"	"WIT"
"Absent"	74	"AResids"	-0.45091442445058	NA	"A"	"WIT"
"Present"	75	"AResids"	0.123578585824695	NA	"A"	"WIT"
"Absent"	76	"AResids"	-0.285096490741514	NA	"A"	"WIT"
"Present"	77	"AResids"	-0.157765358698258	NA	"A"	"WIT"
"Absent"	78	"AResids"	0.26002035693121	NA	"A"	"WIT"
"Present"	79	"AResids"	0.0950466448567622	NA	"A"	"WIT"
"Absent"	80	"AResids"	0.081997427661217	NA	"A"	"WIT"
"Present"	81	"AResids"	-0.0122434079569242	NA	"A"	"WIT"
"Absent"	82	"AResids"	-0.157223015075649	NA	"A"	"WIT"
"Present"	83	"AResids"	-0.103993188989173	NA	"A"	"WIT"
"Absent"	84	"AResids"	-0.182166599345148	NA	"A"	"WIT"
"Present"	85	"AResids"	0.234880041506435	NA	"A"	"WIT"
"Absent"	86	"AResids"	0.00973291818106174	NA	"A"	"WIT"
"Present"	87	"AResids"	-0.284449542168078	NA	"A"	"WIT"
"Absent"	88	"AResids"	-0.0772187732990883	NA	"A"	"WIT"
"Present"	89	"AResids"	0.329775654027752	NA	"A"	"WIT"
"Absent"	90	"AResids"	-0.0602863425964827	NA	"A"	"WIT"
"Present"	91	"AResids"	-0.00301255484570404	NA	"A"	"WIT"
"Absent"	92	"AResids"	0.145399359974237	NA	"A"	"WIT"
"Present"	93	"AResids"	0.0341196209666158	NA	"A"	"WIT"
"Absent"	94	"AResids"	0.139136396270753	NA	"A"	"WIT"
"Present"	95	"AResids"	-0.0632149436284943	NA	"A"	"WIT"
"Absent"	96	"AResids"	-0.0106482295900416	NA	"A"	"WIT"
"Present"	97	"AResids"	0.0876469949409979	NA	"A"	"WIT"
"Absent"	98	"AResids"	0.147686630708086	NA	"A"	"WIT"
"Present"	99	"AResids"	-0.366655109520752	NA	"A"	"WIT"
"Absent"	100	"AResids"	0.126202486878446	NA	"A"	"WIT"
"Present"	101	"AResids"	0.251030870127143	NA	"A"	"WIT"
"Present"	1	"CResids"	0.139558000076119	NA	"C"	"WIT"
"Absent"	2	"CResids"	-0.0363509643288723	NA	"C"	"WIT"
"Present"	3	"CResids"	-0.394440539396188	NA	"C"	"WIT"
"Present"	5	"CResids"	-0.0531725444580823	NA	"C"	"WIT"
"Absent"	6	"CResids"	-0.21862041979467	NA	"C"	"WIT"
"Absent"	8	"CResids"	0.0340836972759017	NA	"C"	"WIT"
"Absent"	10	"CResids"	0.135546246871997	NA	"C"	"WIT"
"Present"	11	"CResids"	0.0366101247395314	NA	"C"	"WIT"
"Absent"	12	"CResids"	0.044455941540833	NA	"C"	"WIT"
"Present"	13	"CResids"	0.0638927939371451	NA	"C"	"WIT"
"Absent"	14	"CResids"	-0.206940539396188	NA	"C"	"WIT"
"Absent"	16	"CResids"	-0.080632903262638	NA	"C"	"WIT"
"Present"	17	"CResids"	-0.0557878167251829	NA	"C"	"WIT"
"Absent"	18	"CResids"	-0.0935315749911988	NA	"C"	"WIT"
"Present"	19	"CResids"	0.306135821939314	NA	"C"	"WIT"
"Absent"	20	"CResids"	0.129008066204246	NA	"C"	"WIT"
"Present"	21	"CResids"	-0.00122247832995555	NA	"C"	"WIT"
"Absent"	22	"CResids"	-0.0649412696600348	NA	"C"	"WIT"
"Present"	23	"CResids"	0.0417518244702614	NA	"C"	"WIT"
"Absent"	24	"CResids"	-0.0246710839303895	NA	"C"	"WIT"
"Present"	25	"CResids"	-0.0870822391269184	NA	"C"	"WIT"
"Absent"	26	"CResids"	-0.120991933795754	NA	"C"	"WIT"
"Present"	27	"CResids"	0.0665080662042456	NA	"C"	"WIT"
"Present"	29	"CResids"	-0.0206593307262675	NA	"C"	"WIT"
"Absent"	30	"CResids"	0.168059460603812	NA	"C"	"WIT"
"Present"	31	"CResids"	-0.290185027926051	NA	"C"	"WIT"
"Absent"	32	"CResids"	0.0340836972759017	NA	"C"	"WIT"
"Present"	33	"CResids"	0.15376430793823	NA	"C"	"WIT"
"Absent"	34	"CResids"	-0.0167364223256168	NA	"C"	"WIT"
"Present"	35	"CResids"	-0.130056541927135	NA	"C"	"WIT"
"Present"	37	"CResids"	0.0183920636732985	NA	"C"	"WIT"
"Absent"	38	"CResids"	0.186277521670044	NA	"C"	"WIT"
"Absent"	40	"CResids"	-0.15995448339185	NA	"C"	"WIT"
"Present"	41	"CResids"	-0.0571842976622042	NA	"C"	"WIT"
"Absent"	42	"CResids"	0.0588399390098859	NA	"C"	"WIT"
"Present"	43	"CResids"	0.129008066204246	NA	"C"	"WIT"
"Absent"	44	"CResids"	0.190200430070695	NA	"C"	"WIT"
"Present"	45	"CResids"	-0.120991933795754	NA	"C"	"WIT"
"Absent"	46	"CResids"	0.132930974604896	NA	"C"	"WIT"
"Present"	47	"CResids"	-0.184799569929305	NA	"C"	"WIT"
"Absent"	48	"CResids"	0.0196996998068488	NA	"C"	"WIT"
"Present"	49	"CResids"	0.315289274874166	NA	"C"	"WIT"
"Absent"	50	"CResids"	0.15254551660815	NA	"C"	"WIT"
"Present"	51	"CResids"	-0.0857746029933681	NA	"C"	"WIT"
"Absent"	52	"CResids"	0.054828185805764	NA	"C"	"WIT"
"Absent"	54	"CResids"	0.0574434580728646	NA	"C"	"WIT"
"Present"	55	"CResids"	-0.222543328195321	NA	"C"	"WIT"
"Absent"	56	"CResids"	-0.0298127836611196	NA	"C"	"WIT"
"Present"	57	"CResids"	-0.0897863561974899	NA	"C"	"WIT"
"Absent"	58	"CResids"	-0.0480308447273523	NA	"C"	"WIT"
"Absent"	60	"CResids"	-0.136505877791416	NA	"C"	"WIT"
"Present"	61	"CResids"	-0.0453267276567808	NA	"C"	"WIT"
"Absent"	62	"CResids"	0.148533763404029	NA	"C"	"WIT"
"Present"	63	"CResids"	-0.0974544833918496	NA	"C"	"WIT"
"Absent"	64	"CResids"	0.130404547141267	NA	"C"	"WIT"
"Present"	65	"CResids"	-0.1013773917925	NA	"C"	"WIT"
"Absent"	66	"CResids"	-0.210863447796839	NA	"C"	"WIT"
"Present"	67	"CResids"	-0.0363509643288708	NA	"C"	"WIT"
"Absent"	68	"CResids"	-0.0154287861920665	NA	"C"	"WIT"
"Present"	69	"CResids"	-0.0336468472582994	NA	"C"	"WIT"
"Absent"	70	"CResids"	-0.0284163027240983	NA	"C"	"WIT"
"Present"	71	"CResids"	-0.15873569206177	NA	"C"	"WIT"
"Absent"	72	"CResids"	-0.00113363352648451	NA	"C"	"WIT"
"Present"	73	"CResids"	-0.0780176309955376	NA	"C"	"WIT"
"Absent"	74	"CResids"	0.0547393410022931	NA	"C"	"WIT"
"Present"	75	"CResids"	-0.0584030889922835	NA	"C"	"WIT"
"Absent"	76	"CResids"	0.181046977135843	NA	"C"	"WIT"
"Present"	77	"CResids"	-0.270748175529739	NA	"C"	"WIT"
"Absent"	78	"CResids"	0.151149035671129	NA	"C"	"WIT"
"Present"	79	"CResids"	-0.116980180591633	NA	"C"	"WIT"
"Absent"	80	"CResids"	-0.0701718141942359	NA	"C"	"WIT"
"Present"	81	"CResids"	0.0262378804746001	NA	"C"	"WIT"
"Absent"	82	"CResids"	-0.119595452858733	NA	"C"	"WIT"
"Present"	83	"CResids"	0.127700430070695	NA	"C"	"WIT"
"Absent"	84	"CResids"	0.0678157023377959	NA	"C"	"WIT"
"Present"	85	"CResids"	0.209726127270478	NA	"C"	"WIT"
"Absent"	86	"CResids"	-0.22123569206177	NA	"C"	"WIT"
"Present"	87	"CResids"	0.173290005138013	NA	"C"	"WIT"
"Absent"	88	"CResids"	-0.0714794503277862	NA	"C"	"WIT"
"Present"	89	"CResids"	0.169455941540833	NA	"C"	"WIT"
"Absent"	90	"CResids"	0.271007335940399	NA	"C"	"WIT"
"Present"	91	"CResids"	0.135546246871997	NA	"C"	"WIT"
"Absent"	92	"CResids"	-0.0220558116632887	NA	"C"	"WIT"
"Present"	93	"CResids"	0.143392063673298	NA	"C"	"WIT"
"Absent"	94	"CResids"	-0.264209994861987	NA	"C"	"WIT"
"Present"	95	"CResids"	0.230648305407283	NA	"C"	"WIT"
"Absent"	96	"CResids"	0.0587510942064149	NA	"C"	"WIT"
"Present"	97	"CResids"	0.0209184911369281	NA	"C"	"WIT"
"Absent"	98	"CResids"	-0.0206593307262677	NA	"C"	"WIT"
"Present"	99	"CResids"	0.0821108550033779	NA	"C"	"WIT"
"Absent"	100	"CResids"	-0.0975433281953206	NA	"C"	"WIT"
"Present"	101	"CResids"	0.119854613269394	NA	"C"	"WIT"
