"Subject"	"TrialType"	"numErr"	"GenType"	"Task"	"ConType"	"PrimeType"	"TargetType"	"numTOErr"	"numComErr"	"Observer"	"Effort"	"Attend"	"Anx"
25	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	16	10	"Present"	3	3	5
26	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	15	11	"Absent"	4	4	6
27	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	4	"Present"	6	7	6
28	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Absent"	4	5	4
29	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	17	"Present"	7	6	7
30	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	6	"Absent"	7	5	3
31	"WITnumErr_bt"	32	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	29	"Present"	5	4	6
32	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	14	"Absent"	5	4	6
33	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	10	3	"Present"	6	4	6
34	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	19	"Absent"	5	5	2
35	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	21	"Present"	7	6	6
36	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Absent"	7	7	6
37	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	20	"Present"	4	4	3
38	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	14	6	"Absent"	7	6	5
39	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Present"	7	5	6
40	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	23	"Absent"	7	6	6
41	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	17	"Present"	5	6	5
42	"WITnumErr_bt"	36	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	32	"Absent"	4	5	5
43	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	16	6	"Present"	6	7	5
44	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	9	"Absent"	4	5	6
45	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	10	"Present"	7	7	6
46	"WITnumErr_bt"	14	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	10	"Absent"	6	5	6
47	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	17	"Present"	7	7	5
48	"WITnumErr_bt"	17	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	14	"Absent"	6	6	6
49	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	14	"Present"	6	6	6
50	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	0	25	"Absent"	7	7	4
51	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	20	"Present"	7	7	5
52	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	14	"Absent"	6	7	4
53	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Present"	NA	NA	NA
54	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	20	"Absent"	6	3	4
55	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	19	"Present"	5	5	5
56	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	17	"Absent"	7	7	6
57	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	9	"Present"	7	7	4
58	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	10	11	"Absent"	3	3	4
59	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Present"	2	4	1
60	"WITnumErr_bt"	29	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	25	"Absent"	7	7	1
61	"WITnumErr_bt"	27	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	0	27	"Present"	7	7	6
62	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	8	"Absent"	7	7	5
63	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	16	"Present"	5	5	5
64	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	19	"Absent"	6	3	2
65	"WITnumErr_bt"	29	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	26	"Present"	4	3	2
66	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	10	14	"Absent"	6	6	4
67	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	6	"Present"	7	7	3
68	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	15	"Absent"	6	5	3
69	"WITnumErr_bt"	36	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	19	17	"Present"	4	5	5
70	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	0	28	"Absent"	6	6	7
71	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	21	"Present"	5	5	6
72	"WITnumErr_bt"	33	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	29	"Absent"	5	7	2
73	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	18	8	"Present"	4	6	5
74	"WITnumErr_bt"	12	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	0	"Absent"	6	5	4
75	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	27	"Present"	7	5	5
76	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	15	1	"Absent"	6	6	5
77	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	12	"Present"	6	6	5
78	"WITnumErr_bt"	17	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	12	"Absent"	7	7	5
79	"WITnumErr_bt"	32	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	30	"Present"	7	7	5
80	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	19	"Absent"	5	4	5
81	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	18	"Present"	6	6	4
82	"WITnumErr_bt"	32	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	17	15	"Absent"	4	4	3
83	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	18	5	"Present"	6	5	3
84	"WITnumErr_bt"	14	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	6	"Absent"	5	5	3
85	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	15	7	"Present"	6	6	5
86	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	17	"Absent"	7	6	4
87	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	20	3	"Present"	7	7	2
88	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	17	13	"Absent"	7	6	7
89	"WITnumErr_bt"	32	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	23	"Present"	5	5	7
90	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	11	"Absent"	6	5	5
91	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	10	"Present"	7	7	3
92	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	13	"Absent"	6	6	6
93	"WITnumErr_bt"	35	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	21	14	"Present"	6	5	4
94	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	24	"Absent"	6	5	5
95	"WITnumErr_bt"	35	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	25	10	"Present"	6	6	3
96	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	16	"Absent"	7	7	6
97	"WITnumErr_bt"	14	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	11	"Present"	7	7	5
98	"WITnumErr_bt"	29	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	25	"Absent"	6	6	5
99	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	14	2	"Present"	6	5	1
100	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	18	"Absent"	6	5	4
101	"WITnumErr_bt"	10	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	7	"Present"	6	6	4
1	"WITnumErr_wt"	32	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	24	"Present"	6	6	1
2	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	5	"Absent"	6	6	3
3	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	12	"Present"	7	7	6
4	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Absent"	5	5	3
5	"WITnumErr_wt"	27	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	23	"Present"	6	5	6
6	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	17	"Absent"	5	5	3
7	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"	6	6	5
8	"WITnumErr_wt"	31	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	25	"Absent"	2	2	4
9	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"	6	5	5
10	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	8	"Absent"	7	7	5
11	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	11	"Present"	5	5	2
12	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	9	"Absent"	6	5	6
13	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	8	"Present"	7	5	5
14	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	7	"Absent"	6	7	6
15	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"	6	5	6
16	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	8	"Absent"	7	7	5
17	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	23	"Present"	7	7	6
18	"WITnumErr_wt"	37	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	32	"Absent"	6	5	7
19	"WITnumErr_wt"	3	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	2	"Present"	7	7	6
20	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	4	"Absent"	7	7	4
21	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	2	"Present"	7	6	2
22	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	18	"Absent"	7	7	4
23	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	4	"Present"	6	4	5
24	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	9	"Absent"	7	6	2
25	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	3	"Present"	3	3	5
26	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	9	"Absent"	4	4	6
27	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	6	"Present"	6	7	6
28	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Absent"	4	5	4
29	"WITnumErr_wt"	22	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	19	"Present"	7	6	7
30	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	3	"Absent"	7	5	3
31	"WITnumErr_wt"	31	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	25	"Present"	5	4	6
32	"WITnumErr_wt"	28	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	18	"Absent"	5	4	6
33	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	15	3	"Present"	6	4	6
34	"WITnumErr_wt"	25	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	16	"Absent"	5	5	2
35	"WITnumErr_wt"	20	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	14	"Present"	7	6	6
36	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Absent"	7	7	6
37	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	0	15	"Present"	4	4	3
38	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	6	"Absent"	7	6	5
39	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"	7	5	6
40	"WITnumErr_wt"	25	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	24	"Absent"	7	6	6
41	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	6	"Present"	5	6	5
42	"WITnumErr_wt"	23	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	19	"Absent"	4	5	5
43	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	9	"Present"	6	7	5
44	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	2	"Absent"	4	5	6
45	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	4	"Present"	7	7	6
46	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	8	"Absent"	6	5	6
47	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	13	"Present"	7	7	5
48	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	10	"Absent"	6	6	6
49	"WITnumErr_wt"	23	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	18	"Present"	6	6	6
50	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	18	"Absent"	7	7	4
51	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	13	"Present"	7	7	5
52	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	15	"Absent"	6	7	4
53	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"	NA	NA	NA
54	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	15	"Absent"	6	3	4
55	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	7	"Present"	5	5	5
56	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	6	"Absent"	7	7	6
57	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	6	"Present"	7	7	4
58	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	9	"Absent"	3	3	4
59	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"	2	4	1
60	"WITnumErr_wt"	23	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	17	"Absent"	7	7	1
61	"WITnumErr_wt"	31	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	26	"Present"	7	7	6
62	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	4	"Absent"	7	7	5
63	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	10	"Present"	5	5	5
64	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	12	"Absent"	6	3	2
65	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	17	"Present"	4	3	2
66	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	2	"Absent"	6	6	4
67	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	8	"Present"	7	7	3
68	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	16	"Absent"	6	5	3
69	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	18	6	"Present"	4	5	5
70	"WITnumErr_wt"	20	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	17	"Absent"	6	6	7
71	"WITnumErr_wt"	7	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	4	"Present"	5	5	6
72	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	6	"Absent"	5	7	2
73	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	6	"Present"	4	6	5
74	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	12	0	"Absent"	6	5	4
75	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	16	"Present"	7	5	5
76	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	5	"Absent"	6	6	5
77	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	6	"Present"	6	6	5
78	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	13	"Absent"	7	7	5
79	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	12	"Present"	7	7	5
80	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	16	"Absent"	5	4	5
81	"WITnumErr_wt"	28	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	21	"Present"	6	6	4
82	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	15	"Absent"	4	4	3
83	"WITnumErr_wt"	20	"white_con"	"WIT"	"congruent"	"white"	"tool"	15	5	"Present"	6	5	3
84	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	14	2	"Absent"	5	5	3
85	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	5	"Present"	6	6	5
86	"WITnumErr_wt"	20	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	16	"Absent"	7	6	4
87	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	18	0	"Present"	7	7	2
88	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	12	"Absent"	7	6	7
89	"WITnumErr_wt"	34	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	28	"Present"	5	5	7
90	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	4	"Absent"	6	5	5
91	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	16	"Present"	7	7	3
92	"WITnumErr_wt"	7	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	6	"Absent"	6	6	6
93	"WITnumErr_wt"	22	"white_con"	"WIT"	"congruent"	"white"	"tool"	14	8	"Present"	6	5	4
94	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	6	"Absent"	6	5	5
95	"WITnumErr_wt"	31	"white_con"	"WIT"	"congruent"	"white"	"tool"	23	8	"Present"	6	6	3
96	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	7	"Absent"	7	7	6
97	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	5	"Present"	7	7	5
98	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	10	"Absent"	6	6	5
99	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	5	"Present"	6	5	1
100	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	10	"Absent"	6	5	4
101	"WITnumErr_wt"	7	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	4	"Present"	6	6	4
1	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	11	"Present"	7	6	2
2	"APnumErr_bp"	28	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	27	"Absent"	6	5	4
3	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	17	"Present"	7	6	5
4	"APnumErr_bp"	34	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	27	"Absent"	6	5	2
5	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	12	"Present"	6	5	6
6	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	0	24	"Absent"	4	4	2
7	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"	4	6	5
8	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	16	"Absent"	5	3	5
9	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"	5	4	4
10	"APnumErr_bp"	10	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	5	"Absent"	7	7	7
11	"APnumErr_bp"	28	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	21	"Present"	6	6	4
12	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	20	"Absent"	5	5	5
13	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	14	"Present"	7	5	6
14	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	13	"Absent"	6	7	5
15	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"	7	6	5
16	"APnumErr_bp"	4	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	2	"Absent"	6	6	5
17	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	25	"Present"	7	7	3
18	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	8	"Absent"	5	6	7
19	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	7	"Present"	7	7	4
20	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	9	"Absent"	7	7	6
21	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	7	"Present"	5	4	4
22	"APnumErr_bp"	28	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	25	"Absent"	7	7	7
23	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	6	"Present"	7	6	3
24	"APnumErr_bp"	11	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	4	"Absent"	7	6	2
25	"APnumErr_bp"	35	"black_incon"	"AP"	"incongruent"	"black"	"positive"	20	15	"Present"	6	5	4
26	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	3	"Absent"	6	7	6
27	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	10	9	"Present"	6	7	7
28	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	15	7	"Absent"	4	4	3
29	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	10	"Present"	6	5	6
30	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	15	"Absent"	7	5	2
31	"APnumErr_bp"	35	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	31	"Present"	6	4	6
32	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	13	10	"Absent"	7	6	5
33	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	15	"Present"	5	3	7
34	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Absent"	4	3	1
35	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	19	"Present"	7	7	6
36	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Absent"	7	5	6
37	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	20	"Present"	5	5	3
38	"APnumErr_bp"	10	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	5	"Absent"	5	4	4
39	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"	5	3	7
40	"APnumErr_bp"	27	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	20	"Absent"	7	6	6
41	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	14	"Present"	5	6	5
42	"APnumErr_bp"	31	"black_incon"	"AP"	"incongruent"	"black"	"positive"	12	19	"Absent"	6	7	2
43	"APnumErr_bp"	10	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	8	"Present"	6	5	6
44	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	15	"Absent"	5	4	6
45	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	12	"Present"	7	7	5
46	"APnumErr_bp"	10	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	6	"Absent"	6	5	6
47	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	10	"Present"	6	6	5
48	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	13	"Absent"	6	7	5
49	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	23	"Present"	6	6	6
50	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	15	"Absent"	7	6	4
51	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	10	"Present"	6	7	5
52	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	15	"Absent"	6	7	6
53	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"	NA	NA	NA
54	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	16	"Absent"	6	4	2
55	"APnumErr_bp"	26	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	21	"Present"	4	3	6
