"Subject"	"TrialType"	"numErr"	"GenType"	"Task"	"ConType"	"PrimeType"	"TargetType"	"numTOErr"	"numComErr"	"Observer"	"Effort"	"Attend"	"Anx"
97	"APnumErr_bn"	4	"black_con"	"AP"	"congruent"	"black"	"negative"	3	1	"Present"	7	6	5
98	"APnumErr_bn"	31	"black_con"	"AP"	"congruent"	"black"	"negative"	0	31	"Absent"	6	6	4
99	"APnumErr_bn"	18	"black_con"	"AP"	"congruent"	"black"	"negative"	10	8	"Present"	6	5	2
100	"APnumErr_bn"	14	"black_con"	"AP"	"congruent"	"black"	"negative"	5	9	"Absent"	6	6	4
101	"APnumErr_bn"	11	"black_con"	"AP"	"congruent"	"black"	"negative"	1	10	"Present"	6	5	4
1	"APnumErr_wn"	33	"white_incon"	"AP"	"incongruent"	"white"	"negative"	5	28	"Present"	7	6	2
2	"APnumErr_wn"	28	"white_incon"	"AP"	"incongruent"	"white"	"negative"	2	26	"Absent"	6	5	4
3	"APnumErr_wn"	28	"white_incon"	"AP"	"incongruent"	"white"	"negative"	4	24	"Present"	7	6	5
4	"APnumErr_wn"	26	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	18	"Absent"	6	5	2
5	"APnumErr_wn"	23	"white_incon"	"AP"	"incongruent"	"white"	"negative"	17	6	"Present"	6	5	6
6	"APnumErr_wn"	17	"white_incon"	"AP"	"incongruent"	"white"	"negative"	1	16	"Absent"	4	4	2
7	"APnumErr_wn"	NA	"white_incon"	"AP"	"incongruent"	"white"	"negative"	NA	NA	"Present"	4	6	5
8	"APnumErr_wn"	34	"white_incon"	"AP"	"incongruent"	"white"	"negative"	10	24	"Absent"	5	3	5
9	"APnumErr_wn"	NA	"white_incon"	"AP"	"incongruent"	"white"	"negative"	NA	NA	"Present"	5	4	4
10	"APnumErr_wn"	10	"white_incon"	"AP"	"incongruent"	"white"	"negative"	7	3	"Absent"	7	7	7
11	"APnumErr_wn"	28	"white_incon"	"AP"	"incongruent"	"white"	"negative"	15	13	"Present"	6	6	4
12	"APnumErr_wn"	27	"white_incon"	"AP"	"incongruent"	"white"	"negative"	0	27	"Absent"	5	5	5
13	"APnumErr_wn"	7	"white_incon"	"AP"	"incongruent"	"white"	"negative"	1	6	"Present"	7	5	6
14	"APnumErr_wn"	23	"white_incon"	"AP"	"incongruent"	"white"	"negative"	9	14	"Absent"	6	7	5
15	"APnumErr_wn"	NA	"white_incon"	"AP"	"incongruent"	"white"	"negative"	NA	NA	"Present"	7	6	5
16	"APnumErr_wn"	9	"white_incon"	"AP"	"incongruent"	"white"	"negative"	7	2	"Absent"	6	6	5
17	"APnumErr_wn"	21	"white_incon"	"AP"	"incongruent"	"white"	"negative"	3	18	"Present"	7	7	3
18	"APnumErr_wn"	31	"white_incon"	"AP"	"incongruent"	"white"	"negative"	14	17	"Absent"	5	6	7
19	"APnumErr_wn"	14	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	6	"Present"	7	7	4
20	"APnumErr_wn"	22	"white_incon"	"AP"	"incongruent"	"white"	"negative"	7	15	"Absent"	7	7	6
21	"APnumErr_wn"	25	"white_incon"	"AP"	"incongruent"	"white"	"negative"	10	15	"Present"	5	4	4
22	"APnumErr_wn"	29	"white_incon"	"AP"	"incongruent"	"white"	"negative"	6	23	"Absent"	7	7	7
23	"APnumErr_wn"	11	"white_incon"	"AP"	"incongruent"	"white"	"negative"	6	5	"Present"	7	6	3
24	"APnumErr_wn"	13	"white_incon"	"AP"	"incongruent"	"white"	"negative"	7	6	"Absent"	7	6	2
25	"APnumErr_wn"	36	"white_incon"	"AP"	"incongruent"	"white"	"negative"	20	16	"Present"	6	5	4
26	"APnumErr_wn"	13	"white_incon"	"AP"	"incongruent"	"white"	"negative"	11	2	"Absent"	6	7	6
27	"APnumErr_wn"	13	"white_incon"	"AP"	"incongruent"	"white"	"negative"	11	2	"Present"	6	7	7
28	"APnumErr_wn"	37	"white_incon"	"AP"	"incongruent"	"white"	"negative"	25	12	"Absent"	4	4	3
29	"APnumErr_wn"	23	"white_incon"	"AP"	"incongruent"	"white"	"negative"	11	12	"Present"	6	5	6
30	"APnumErr_wn"	26	"white_incon"	"AP"	"incongruent"	"white"	"negative"	4	22	"Absent"	7	5	2
31	"APnumErr_wn"	17	"white_incon"	"AP"	"incongruent"	"white"	"negative"	7	10	"Present"	6	4	6
32	"APnumErr_wn"	35	"white_incon"	"AP"	"incongruent"	"white"	"negative"	20	15	"Absent"	7	6	5
33	"APnumErr_wn"	23	"white_incon"	"AP"	"incongruent"	"white"	"negative"	9	14	"Present"	5	3	7
34	"APnumErr_wn"	NA	"white_incon"	"AP"	"incongruent"	"white"	"negative"	NA	NA	"Absent"	4	3	1
35	"APnumErr_wn"	19	"white_incon"	"AP"	"incongruent"	"white"	"negative"	3	16	"Present"	7	7	6
36	"APnumErr_wn"	NA	"white_incon"	"AP"	"incongruent"	"white"	"negative"	NA	NA	"Absent"	7	5	6
37	"APnumErr_wn"	26	"white_incon"	"AP"	"incongruent"	"white"	"negative"	2	24	"Present"	5	5	3
38	"APnumErr_wn"	3	"white_incon"	"AP"	"incongruent"	"white"	"negative"	0	3	"Absent"	5	4	4
39	"APnumErr_wn"	NA	"white_incon"	"AP"	"incongruent"	"white"	"negative"	NA	NA	"Present"	5	3	7
40	"APnumErr_wn"	22	"white_incon"	"AP"	"incongruent"	"white"	"negative"	7	15	"Absent"	7	6	6
41	"APnumErr_wn"	14	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	6	"Present"	5	6	5
42	"APnumErr_wn"	35	"white_incon"	"AP"	"incongruent"	"white"	"negative"	13	22	"Absent"	6	7	2
43	"APnumErr_wn"	8	"white_incon"	"AP"	"incongruent"	"white"	"negative"	4	4	"Present"	6	5	6
44	"APnumErr_wn"	12	"white_incon"	"AP"	"incongruent"	"white"	"negative"	6	6	"Absent"	5	4	6
45	"APnumErr_wn"	24	"white_incon"	"AP"	"incongruent"	"white"	"negative"	13	11	"Present"	7	7	5
46	"APnumErr_wn"	10	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	2	"Absent"	6	5	6
47	"APnumErr_wn"	26	"white_incon"	"AP"	"incongruent"	"white"	"negative"	9	17	"Present"	6	6	5
48	"APnumErr_wn"	16	"white_incon"	"AP"	"incongruent"	"white"	"negative"	7	9	"Absent"	6	7	5
49	"APnumErr_wn"	26	"white_incon"	"AP"	"incongruent"	"white"	"negative"	2	24	"Present"	6	6	6
50	"APnumErr_wn"	14	"white_incon"	"AP"	"incongruent"	"white"	"negative"	3	11	"Absent"	7	6	4
51	"APnumErr_wn"	23	"white_incon"	"AP"	"incongruent"	"white"	"negative"	12	11	"Present"	6	7	5
52	"APnumErr_wn"	19	"white_incon"	"AP"	"incongruent"	"white"	"negative"	2	17	"Absent"	6	7	6
53	"APnumErr_wn"	NA	"white_incon"	"AP"	"incongruent"	"white"	"negative"	NA	NA	"Present"	NA	NA	NA
54	"APnumErr_wn"	17	"white_incon"	"AP"	"incongruent"	"white"	"negative"	4	13	"Absent"	6	4	2
55	"APnumErr_wn"	26	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	18	"Present"	4	3	6
56	"APnumErr_wn"	32	"white_incon"	"AP"	"incongruent"	"white"	"negative"	22	10	"Absent"	7	7	6
57	"APnumErr_wn"	18	"white_incon"	"AP"	"incongruent"	"white"	"negative"	10	8	"Present"	7	6	3
58	"APnumErr_wn"	27	"white_incon"	"AP"	"incongruent"	"white"	"negative"	7	20	"Absent"	4	4	4
59	"APnumErr_wn"	36	"white_incon"	"AP"	"incongruent"	"white"	"negative"	21	15	"Present"	3	3	1
60	"APnumErr_wn"	20	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	12	"Absent"	7	7	1
61	"APnumErr_wn"	29	"white_incon"	"AP"	"incongruent"	"white"	"negative"	12	17	"Present"	6	7	5
62	"APnumErr_wn"	15	"white_incon"	"AP"	"incongruent"	"white"	"negative"	10	5	"Absent"	6	6	3
63	"APnumErr_wn"	26	"white_incon"	"AP"	"incongruent"	"white"	"negative"	14	12	"Present"	5	6	6
64	"APnumErr_wn"	NA	"white_incon"	"AP"	"incongruent"	"white"	"negative"	NA	NA	"Absent"	2	1	2
65	"APnumErr_wn"	16	"white_incon"	"AP"	"incongruent"	"white"	"negative"	6	10	"Present"	5	4	2
66	"APnumErr_wn"	19	"white_incon"	"AP"	"incongruent"	"white"	"negative"	10	9	"Absent"	5	5	6
67	"APnumErr_wn"	13	"white_incon"	"AP"	"incongruent"	"white"	"negative"	1	12	"Present"	7	7	3
68	"APnumErr_wn"	31	"white_incon"	"AP"	"incongruent"	"white"	"negative"	3	28	"Absent"	4	4	3
69	"APnumErr_wn"	30	"white_incon"	"AP"	"incongruent"	"white"	"negative"	14	16	"Present"	5	5	6
70	"APnumErr_wn"	32	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	24	"Absent"	5	5	5
71	"APnumErr_wn"	23	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	15	"Present"	6	5	5
72	"APnumErr_wn"	30	"white_incon"	"AP"	"incongruent"	"white"	"negative"	12	18	"Absent"	5	6	3
73	"APnumErr_wn"	18	"white_incon"	"AP"	"incongruent"	"white"	"negative"	10	8	"Present"	6	6	5
74	"APnumErr_wn"	16	"white_incon"	"AP"	"incongruent"	"white"	"negative"	12	4	"Absent"	5	5	4
75	"APnumErr_wn"	32	"white_incon"	"AP"	"incongruent"	"white"	"negative"	5	27	"Present"	7	4	5
76	"APnumErr_wn"	23	"white_incon"	"AP"	"incongruent"	"white"	"negative"	13	10	"Absent"	6	5	5
77	"APnumErr_wn"	19	"white_incon"	"AP"	"incongruent"	"white"	"negative"	17	2	"Present"	6	6	5
78	"APnumErr_wn"	18	"white_incon"	"AP"	"incongruent"	"white"	"negative"	11	7	"Absent"	7	7	6
79	"APnumErr_wn"	28	"white_incon"	"AP"	"incongruent"	"white"	"negative"	15	13	"Present"	7	7	3
80	"APnumErr_wn"	18	"white_incon"	"AP"	"incongruent"	"white"	"negative"	3	15	"Absent"	2	2	3
81	"APnumErr_wn"	12	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	4	"Present"	7	6	5
82	"APnumErr_wn"	29	"white_incon"	"AP"	"incongruent"	"white"	"negative"	6	23	"Absent"	6	4	3
83	"APnumErr_wn"	24	"white_incon"	"AP"	"incongruent"	"white"	"negative"	17	7	"Present"	6	6	5
84	"APnumErr_wn"	32	"white_incon"	"AP"	"incongruent"	"white"	"negative"	14	18	"Absent"	4	5	3
85	"APnumErr_wn"	19	"white_incon"	"AP"	"incongruent"	"white"	"negative"	10	9	"Present"	6	6	5
86	"APnumErr_wn"	23	"white_incon"	"AP"	"incongruent"	"white"	"negative"	12	11	"Absent"	6	4	4
87	"APnumErr_wn"	30	"white_incon"	"AP"	"incongruent"	"white"	"negative"	20	10	"Present"	7	7	3
88	"APnumErr_wn"	28	"white_incon"	"AP"	"incongruent"	"white"	"negative"	18	10	"Absent"	5	5	7
89	"APnumErr_wn"	26	"white_incon"	"AP"	"incongruent"	"white"	"negative"	19	7	"Present"	5	7	7
90	"APnumErr_wn"	20	"white_incon"	"AP"	"incongruent"	"white"	"negative"	2	18	"Absent"	6	6	5
91	"APnumErr_wn"	28	"white_incon"	"AP"	"incongruent"	"white"	"negative"	8	20	"Present"	7	7	4
92	"APnumErr_wn"	16	"white_incon"	"AP"	"incongruent"	"white"	"negative"	4	12	"Absent"	6	6	4
93	"APnumErr_wn"	41	"white_incon"	"AP"	"incongruent"	"white"	"negative"	20	21	"Present"	5	5	4
94	"APnumErr_wn"	25	"white_incon"	"AP"	"incongruent"	"white"	"negative"	11	14	"Absent"	5	4	4
95	"APnumErr_wn"	23	"white_incon"	"AP"	"incongruent"	"white"	"negative"	16	7	"Present"	6	7	3
96	"APnumErr_wn"	18	"white_incon"	"AP"	"incongruent"	"white"	"negative"	1	17	"Absent"	7	7	4
97	"APnumErr_wn"	28	"white_incon"	"AP"	"incongruent"	"white"	"negative"	19	9	"Present"	7	6	5
98	"APnumErr_wn"	28	"white_incon"	"AP"	"incongruent"	"white"	"negative"	2	26	"Absent"	6	6	4
99	"APnumErr_wn"	19	"white_incon"	"AP"	"incongruent"	"white"	"negative"	9	10	"Present"	6	5	2
100	"APnumErr_wn"	20	"white_incon"	"AP"	"incongruent"	"white"	"negative"	7	13	"Absent"	6	6	4
101	"APnumErr_wn"	27	"white_incon"	"AP"	"incongruent"	"white"	"negative"	9	18	"Present"	6	5	4
